;inn;year;capital;Cancel_date;ROA;Z_A
4715;6658097031;2013;10000.0;;-0.1337;0.5391352331656378
13379;6658097031;2014;10000.0;;0.0525;0.5216109629743035
65364;6658097031;2015;10000.0;;0.0378;0.09189081483550357
74028;6658097031;2016;10000.0;;-0.0779;0.13519746423370171
82692;6658097031;2017;100000000.0;;0.2717;0.08545730871764208
91356;6658097031;2018;160100000.0;;0.0271;0.03740741281830268
100020;6658097031;2019;160100000.0;;0.2615;0.019594317736291788
61352;6658119172;2015;;;-0.0264;0.1715213120355343
70016;6658119172;2016;3118000.0;;0.0426;0.29861320638752
78680;6658119172;2017;3118000.0;;0.0002;0.05326742779638265
3503;6658128875;2013;10000.0;;0.0012;0.042456687893409235
12167;6658128875;2014;10000.0;;0.0012;0.1321430157351594
64152;6658128875;2015;10000.0;;-0.0003;0.11197977416931805
72816;6658128875;2016;10000.0;;0.0001;0.1513869124004001
90144;6658128875;2018;10000.0;;0.0008;0.11824288115664675
98808;6658128875;2019;10000.0;;-0.0004;0.1325530824104303
52689;6658140142;2012;;;0.0018;0.29509085354034775
705;6658140142;2013;;;0.0029;0.14875920896583525
9369;6658140142;2014;40000.0;;0.0195;0.06191393984018018
61353;6658140142;2015;40000.0;;0.0073;0.28014646590154124
70017;6658140142;2016;10000000.0;;0.0012;0.32508052281915806
78681;6658140142;2017;40000000.0;;0.0046;0.03741561326970927
87345;6658140142;2018;40000000.0;;0.0008;0.07825474888092489
96009;6658140142;2019;40000000.0;;0.0097;0.002200816129360317
10795;6658159866;2014;;;-0.0002;0.8989324201833014
32830;6658202991;2009;10000.0;;-0.3333;0.49489795918367346
41494;6658202991;2010;10000.0;;1.8095;0.13186813186813187
58822;6658202991;2012;10000.0;;-0.8211;0.352112676056338
67485;6658202991;2015;10000.0;;-0.153;0.001476356646202603
76149;6658202991;2016;10000.0;;-0.1945;0.19075092729601145
84813;6658202991;2017;10000.0;;-0.2936;0.5752585612016375
93477;6658202991;2018;10000.0;;0.0903;0.28324074774842956
102141;6658202991;2019;10000.0;;0.2813;0.16182538049177275
38200;6658204420;2010;150000.0;;0.0094;0.6965276249716739
46864;6658204420;2011;1350000.0;;0.0001;0.03543073237373037
55528;6658204420;2012;1350000.0;;0.002;0.24998946922686388
3544;6658204420;2013;1350000.0;;0.001;0.0037554045199196143
12208;6658204420;2014;1350000.0;;0.4175;0.4552134587277416
64193;6658204420;2015;1350000.0;;0.0156;0.5838967250677377
72857;6658204420;2016;1350000.0;;0.0233;0.4109393450940423
81521;6658204420;2017;1350000.0;;0.0025;0.5628133335345855
90185;6658204420;2018;40000000.0;;0.001;0.4353116504874409
98849;6658204420;2019;80000000.0;;0.0001;0.16780074188667427
35685;6658217878;2010;510000.0;;-0.0742;0.25348768180468984
44349;6658217878;2011;510000.0;;-0.3851;0.03733719247467439
53013;6658217878;2012;510000.0;;0.0009;0.019312830143531995
1029;6658217878;2013;510000.0;;0.0359;0.11586347530714676
9693;6658217878;2014;510000.0;;0.1057;0.7352986304483718
61678;6658217878;2015;510000.0;;0.2311;0.4319155765343629
70342;6658217878;2016;510000.0;;0.0041;0.6708422628379715
79006;6658217878;2017;510000.0;;0.1505;0.030206170038392245
87670;6658217878;2018;510000.0;;0.036;0.02149340802581433
96334;6658217878;2019;510000.0;;0.024;0.06475864559986663
15188;6658220165;2014;10000.0;;0.0156;0.19206495246396463
67171;6658220165;2015;12000.0;;0.0562;0.013811876197197297
75835;6658220165;2016;;;0.0438;0.3097374141679031
101827;6658220165;2019;10000000.0;;-0.0003;0.07290314799179834
68849;6658248509;2015;12000.0;;0.0384;0.21505052417758344
77513;6658248509;2016;12000.0;;0.0026;0.12341287149711286
103505;6658248509;2019;;;0.1877;0.11894213073410129
1727;6658283870;2013;26635000.0;;-0.0109;0.080984825023227
62376;6658283870;2015;26635000.0;;-0.0363;0.5930533784341226
71040;6658283870;2016;26635000.0;;-0.5485;0.18337096075346057
79704;6658283870;2017;26635000.0;;-0.1159;0.004426307735342997
88368;6658283870;2018;26635000.0;;0.0068;0.33671249341200366
97032;6658283870;2019;26635000.0;;0.0424;0.38859676057419207
366;6658324816;2013;500000.0;;0.017;0.2522197862428062
9030;6658324816;2014;500000.0;;0.0035;0.21790358502766002
61014;6658324816;2015;500000.0;;-0.0316;0.1870343781323653
69678;6658324816;2016;500000.0;;0.0004;0.2670252714909165
87006;6658324816;2018;500000.0;;-0.0232;0.21869006415202485
22382;6658328507;2008;16150000.0;;0.0072;0.17822146359238927
31046;6658328507;2009;266150000.0;;0.0204;0.0048338307233364965
39710;6658328507;2010;616150000.0;;0.0057;0.11223090850881869
48374;6658328507;2011;616150000.0;;0.1106;0.13510667885942873
57038;6658328507;2012;616150000.0;;0.0543;0.03391621755595872
5054;6658328507;2013;616150000.0;;0.0046;0.012651324608402768
13718;6658328507;2014;616150000.0;;0.0325;0.007788750677818493
65701;6658328507;2015;616150000.0;;-0.0542;0.0065685764079714765
74365;6658328507;2016;616150000.0;;-0.1035;0.024707911271375175
83029;6658328507;2017;616150000.0;;-0.111;0.012743044644390333
91693;6658328507;2018;616150000.0;;-0.0999;0.003589044367418985
100357;6658328507;2019;800000000.0;;-0.0813;0.04430294583737276
62835;6658364760;2015;10000.0;;-0.0091;0.10744043919426628
71499;6658364760;2016;10000.0;;0.0052;0.2566299409495065
80163;6658364760;2017;10000.0;;0.0637;0.20664568278129436
88827;6658364760;2018;10000.0;;-0.0639;0.09398205093162043
97491;6658364760;2019;10000.0;;-0.6249;0.27963133640552995
82251;6658372859;2017;;;0.0004;0.9389406705937912
52513;6658374366;2012;10000.0;;0.0219;0.25270263755626926
529;6658374366;2013;10000.0;;0.1385;0.1367721660140175
9193;6658374366;2014;10000.0;;0.0512;0.18550651664504134
61177;6658374366;2015;10000.0;;0.0897;0.4723182372540478
69841;6658374366;2016;10000.0;;0.0913;0.40361259878199796
78505;6658374366;2017;80000000.0;;0.0724;0.20241766861370444
87169;6658374366;2018;80000000.0;;0.0366;0.3963412432420012
95833;6658374366;2019;80000000.0;;0.0448;0.4880383824136633
2235;6658399850;2013;10000.0;;-0.0629;0.022753198705102513
10899;6658399850;2014;10000.0;;-0.0652;0.004962593142325972
62884;6658399850;2015;10000.0;;-0.149;0.0009469802471061397
71548;6658399850;2016;10000.0;;-0.0394;0.00956886237472472
80212;6658399850;2017;10000.0;;0.0084;0.035770067035143335
88876;6658399850;2018;10000.0;;0.07;0.2887722002761987
97540;6658399850;2019;10000.0;;-0.0336;0.08311570435464241
1973;6658399882;2013;10000.0;;-0.0325;0.016631594491822645
10637;6658399882;2014;10000.0;;-0.062;0.12166793699836818
62622;6658399882;2015;10000.0;;0.0005;0.0322151748897797
71286;6658399882;2016;10000.0;;0.1106;0.007818198556749216
79950;6658399882;2017;10000.0;;0.0702;0.16270773086312998
88614;6658399882;2018;10000.0;;0.0996;0.04071103030600838
97278;6658399882;2019;10000.0;;-0.0373;0.07269619923960023
57565;6658400908;2012;;;-0.0129;0.25897164461247635
5581;6658400908;2013;;;-0.0136;0.22025033634968955
14245;6658400908;2014;10000.0;;0.0399;0.5836052865754516
66228;6658400908;2015;10000.0;;0.184;0.29189019986205195
74892;6658400908;2016;10000.0;;0.0379;0.5306258941304711
83556;6658400908;2017;10000.0;;0.055;0.35536102788221147
92220;6658400908;2018;40000000.0;;0.0389;0.6189897627977605
100884;6658400908;2019;40000000.0;;0.0262;0.6702764297845872
3293;6658403842;2013;;2019-08-21;0.0136;0.4371542703312926
11957;6658403842;2014;;2019-08-21;0.0077;0.043451791591961254
63941;6658403842;2015;;2019-08-21;0.0021;0.11711163586419604
794;6658406160;2013;10000.0;;0.0;0.06420442750108517
9458;6658406160;2014;10000.0;;0.0055;0.03068904961162864
61442;6658406160;2015;10000.0;;0.0041;0.01646578234925052
70106;6658406160;2016;10000.0;;0.0006;0.048785522776954936
78770;6658406160;2017;10000.0;;0.1364;0.1084026575349789
96098;6658406160;2019;10000.0;;0.0034;0.15247994397323708
69569;6658419031;2016;;;-0.0341;0.37713274336283187
78233;6658419031;2017;;;-0.0098;0.41667505002067895
86897;6658419031;2018;;;-0.0037;0.3204021810429649
95561;6658419031;2019;;;-0.2561;2.1212002813159336
3325;6658428149;2013;10000.0;2018-10-15;0.0001;0.7734791642561913
11989;6658428149;2014;10000.0;2018-10-15;0.0014;0.05946407925962395
63973;6658428149;2015;10000.0;2018-10-15;0.0501;0.9292644044636758
3774;6658436478;2013;;2020-01-29;-0.1722;0.9608610567514677
12438;6658436478;2014;;2020-01-29;-0.002;0.42266728409354015
90035;6658455978;2018;;;0.0019;0.33526948534377954
98699;6658455978;2019;;;0.003;0.16865449124114798
76434;6658457950;2016;21000.0;;-0.268;0.1458589237644722
85098;6658457950;2017;33000.0;;0.0067;0.25932072251869204
93762;6658457950;2018;10000000.0;;0.0808;0.12078885793871866
102426;6658457950;2019;10000000.0;;-0.0067;0.06623761637807804
10791;6658458538;2014;;;-0.1091;0.012213562870768873
62776;6658458538;2015;;;-0.0204;0.07273459930489094
71440;6658458538;2016;10000.0;;-0.0034;0.004196533889846656
80104;6658458538;2017;10000.0;;-0.0029;0.002831660663032381
88768;6658458538;2018;40000000.0;;0.0005;0.053467500679902094
97432;6658458538;2019;40000000.0;;0.001;0.7228169663541582
64811;6658461202;2015;100000.0;;-0.0517;0.02846012457118194
73475;6658461202;2016;100000.0;;-0.0267;0.045595898889865025
82139;6658461202;2017;100000.0;;0.0055;0.2927357938421462
90803;6658461202;2018;100000.0;;0.0102;0.002565851104865818
99467;6658461202;2019;100000.0;;0.1008;0.5934959349593496
61176;6658462206;2015;;;-1.1424;0.4320585842148088
69840;6658462206;2016;10000.0;;-0.0148;0.6913974950560317
78504;6658462206;2017;2000000.0;;-0.0221;0.11854582642027577
87168;6658462206;2018;80000000.0;;-0.0247;0.19182360565806864
95832;6658462206;2019;80000000.0;;0.0326;0.8973937881301269
68585;6658474635;2015;40000.0;;0.0005;0.9609554813693574
77249;6658474635;2016;10350000.0;;0.0031;0.5387877803054923
85913;6658474635;2017;10350000.0;;0.0131;0.1350726365914383
94577;6658474635;2018;10350000.0;;0.0436;0.3631201298995818
103241;6658474635;2019;10350000.0;;0.0168;0.37185010327530243
82782;6658475928;2017;;;-0.2273;0.5909090909090909
91446;6658475928;2018;12670000.0;;0.0026;0.04628743836926926
100110;6658475928;2019;12670000.0;;0.0065;0.09226033456977509
72709;6658481230;2016;20710000.0;;-0.0832;0.013739136706213264
81373;6658481230;2017;20710000.0;;-0.0003;0.5871859785783836
90037;6658481230;2018;20710000.0;;-0.0022;0.4690738276682392
97381;6658482724;2019;1000000.0;;0.0231;0.10630168802089014
78754;6658489367;2017;10000.0;;0.0001;0.11836415341327997
87418;6658489367;2018;10000.0;;0.0099;0.1707573502267537
96082;6658489367;2019;10000.0;;0.0052;0.12193390740665831
24040;6659005499;2008;54000.0;;0.0452;0.1733709392954653
32704;6659005499;2009;54000.0;;-0.006;0.09424569944715469
41368;6659005499;2010;54000.0;;-0.0032;0.2636437967687515
50032;6659005499;2011;54000.0;;-0.1064;0.18969429744586563
58696;6659005499;2012;54000.0;;0.0251;0.1242826515364792
6712;6659005499;2013;54000.0;;-0.0796;0.08687622852070255
15376;6659005499;2014;54000.0;;-0.5565;0.620393779835686
67360;6659005499;2015;54000.0;;0.3403;0.04444159927163576
76024;6659005499;2016;54000.0;;-0.0808;0.07640085991733613
84688;6659005499;2017;53554000.0;;0.0123;0.14799693545022838
93352;6659005499;2018;158916000.0;;0.0564;0.04226834224655851
102016;6659005499;2019;158916000.0;;0.0602;0.19621484356030236
54097;6659048943;2012;10000.0;;-0.1566;0.17750373692077728
2113;6659048943;2013;10000.0;;-0.0406;0.12059030217849613
10777;6659048943;2014;10000.0;;-0.2258;0.18770875083500335
62762;6659048943;2015;10000.0;;-0.1164;0.19890792694407833
71426;6659048943;2016;10000.0;;-0.0466;0.04895673182517022
80090;6659048943;2017;10000.0;;-0.0065;0.008595988538681949
88754;6659048943;2018;10000.0;;0.0043;0.07070827702525745
97418;6659048943;2019;10000.0;;-0.0002;0.10808842095320098
20094;6659155230;2008;2005000.0;;-0.0559;0.931338891613536
28758;6659155230;2009;2005000.0;;-0.0409;0.855009633911368
37422;6659155230;2010;2005000.0;;-0.0486;0.765897315120113
54750;6659155230;2012;2005000.0;;-0.0023;0.23681858802502234
2766;6659155230;2013;2005000.0;;-0.0609;0.3117323168149089
11430;6659155230;2014;2005000.0;;-0.2761;0.4289405684754522
63414;6659155230;2015;2005000.0;;-0.0833;0.48179979777553084
72078;6659155230;2016;2005000.0;;-0.2036;0.15895312731036523
80742;6659155230;2017;2005000.0;;0.2347;0.6395039858281665
89406;6659155230;2018;611199000.0;;-0.0012;0.0026277535502627755
98070;6659155230;2019;611199000.0;;-0.0126;0.2442653947213522
9499;6659158985;2014;10000.0;;0.0084;0.2932169652426887
70147;6659158985;2016;10000.0;;0.0016;0.02077746595987943
78811;6659158985;2017;10000.0;;0.1035;0.00461191631723219
87475;6659158985;2018;10000.0;;0.0003;0.08428343392905682
96139;6659158985;2019;10000.0;;0.0305;0.4523362253374306
643;6659182378;2013;13000.0;;-0.0217;0.05273782839322261
9307;6659182378;2014;13000.0;;-0.0021;0.0033093007681050377
61291;6659182378;2015;13000.0;;-0.0007;0.011637067674481692
69955;6659182378;2016;;;-0.0004;0.024615566935524417
54664;6659206565;2012;20000.0;;-0.0124;0.2726714573550903
2680;6659206565;2013;20000.0;;0.015;0.9138092607878062
11344;6659206565;2014;20000.0;;0.0031;0.5587491049925145
63328;6659206565;2015;20000.0;;0.0199;0.574361126902077
71992;6659206565;2016;20000.0;;-0.0737;0.9105393862914779
80656;6659206565;2017;20000.0;;-0.0514;1.1894158075601375
89320;6659206565;2018;25000.0;;-0.1902;1.7982318496689502
24643;6660015639;2008;110000.0;;0.0184;0.07017586294151794
33307;6660015639;2009;110000.0;;0.0327;0.14690840259472046
41971;6660015639;2010;110000.0;;0.1333;0.22630146331480028
7315;6660015639;2013;110000.0;;0.1013;0.09053256455578565
15979;6660015639;2014;110000.0;;0.0794;0.47933349044296497
67962;6660015639;2015;110000.0;;0.153;0.2775908368660677
76626;6660015639;2016;110000.0;;0.016;0.1903210040910221
85290;6660015639;2017;80113000.0;;0.0954;0.028380675013402176
93954;6660015639;2018;80113000.0;;0.1214;0.04225051202471276
102618;6660015639;2019;80113000.0;;0.0694;0.17892242966524594
59468;6660071753;2012;10000.0;;0.069;0.15219575582209813
7484;6660071753;2013;10000.0;;0.0;0.10224625834534526
16148;6660071753;2014;10000.0;;0.0;0.23798612027871918
68132;6660071753;2015;10000.0;;0.0006;0.5204427074905955
76796;6660071753;2016;10000.0;;0.0068;0.09503367663092814
85460;6660071753;2017;10000.0;;0.0018;0.6444424212667765
94124;6660071753;2018;10000.0;;0.0043;0.03541389354556644
102788;6660071753;2019;10000.0;;-0.0773;0.056938548785451744
21373;6660142370;2008;8000.0;;0.1693;0.18453482669704016
30037;6660142370;2009;8000.0;;0.0296;0.12415901372144955
38701;6660142370;2010;8000.0;;0.2031;0.20605022022688327
47365;6660142370;2011;8000.0;;0.1762;0.12702432746516074
56029;6660142370;2012;8000.0;;0.1977;0.1858549211519946
4045;6660142370;2013;8000.0;;0.1697;0.18884231410439112
12709;6660142370;2014;8000.0;;0.3114;0.23560448228357425
64693;6660142370;2015;8000.0;;0.154;0.38518706203729364
73357;6660142370;2016;8000.0;;0.0302;0.20297180457603684
82021;6660142370;2017;80113000.0;;0.0001;0.0785410709118339
90685;6660142370;2018;80113000.0;;0.0097;0.10386886411607718
99349;6660142370;2019;80113000.0;;0.0536;0.022336253687019685
25107;6661046069;2008;6830000.0;;0.1336;0.7787372179840935
33771;6661046069;2009;6830000.0;;-0.0216;0.9872900633127346
42435;6661046069;2010;6830000.0;;-0.0107;0.1969787787154085
51099;6661046069;2011;6830000.0;;0.0087;0.3027783612219655
59763;6661046069;2012;6830000.0;;0.0141;0.6568339709549097
7779;6661046069;2013;6830000.0;;-0.0034;0.6951381302936753
16443;6661046069;2014;6830000.0;;0.0113;0.7971979610695442
68427;6661046069;2015;6830000.0;;0.0046;0.663484001046887
77091;6661046069;2016;6830000.0;;0.0006;0.20673303368367224
85755;6661046069;2017;6830000.0;;0.0017;0.28209971156572716
94419;6661046069;2018;6830000.0;;0.0529;0.3113260061214248
103083;6661046069;2019;6830000.0;;0.0193;0.1252088488659832
62159;6661091270;2015;10000.0;;0.0009;0.11643780743779142
25579;6661102500;2008;7000000.0;;0.0891;0.0015490666873208892
16915;6661102500;2014;7000000.0;;0.0002;0.05878125575788563
68899;6661102500;2015;7000000.0;;0.0766;0.5484406907609274
77563;6661102500;2016;;;0.0011;0.5894161748285213
86227;6661102500;2017;7000000.0;;-0.0009;0.027136607075507278
94891;6661102500;2018;7000000.0;;-0.001;0.2992236020232682
103555;6661102500;2019;7000000.0;;0.2027;0.07487660729510431
42087;6662028922;2010;10000.0;;-0.0185;0.5049177663654684
50751;6662028922;2011;10000.0;;0.0053;0.3805208549184453
59415;6662028922;2012;10000.0;;0.0088;0.4308511567509652
7431;6662028922;2013;10000.0;;-0.0051;0.07431067229312778
16095;6662028922;2014;10000.0;;0.0366;0.49447950809866736
68079;6662028922;2015;10000.0;;0.01;0.5146324940650665
76743;6662028922;2016;10000.0;;0.0032;0.553608796461295
85407;6662028922;2017;10000.0;;0.0348;0.5070536855866339
94071;6662028922;2018;10000.0;;-0.06;0.08091367493655036
102735;6662028922;2019;10000.0;;-0.0726;0.10775893575031065
28456;6662101379;2009;8000.0;;0.0001;0.15231456834755047
11128;6662101379;2014;8000.0;;-0.0098;0.28931486996003125
63112;6662101379;2015;8000.0;;-0.1483;0.25717453574777005
71776;6662101379;2016;8000.0;;-0.0735;0.26750393173764325
80440;6662101379;2017;8000.0;;-0.0008;0.30909975130103995
89104;6662101379;2018;8000.0;;0.0158;0.3103579255912764
97768;6662101379;2019;8000.0;;-0.0009;0.3112655130221989
5845;6662129247;2013;10000.0;;-0.0034;0.0485881467734686
14509;6662129247;2014;10000.0;;-0.0601;0.0066767688875451064
66492;6662129247;2015;10000.0;;-0.0017;0.05075230420159661
75156;6662129247;2016;10000.0;;0.0031;0.12921150918105748
83820;6662129247;2017;10000.0;;-0.0011;0.10428544115580679
92484;6662129247;2018;10000.0;;-0.0016;0.08703397510130191
101148;6662129247;2019;10000.0;;-0.0032;5.669071235347159
52953;6664039750;2012;10000.0;;0.0014;0.20408526728224238
969;6664039750;2013;10000.0;;-0.0011;0.034415646464987126
9633;6664039750;2014;10000.0;;0.0021;0.5318937454961111
61618;6664039750;2015;10000.0;;0.0144;0.4735942052238295
70282;6664039750;2016;10000.0;;-0.011;0.007558914278048562
78946;6664039750;2017;10000.0;;0.0961;0.4729935029252998
87610;6664039750;2018;10000000.0;;-0.1655;0.34582722069549765
96274;6664039750;2019;10000000.0;;0.1931;0.1428250323112368
77889;6669014728;2016;2486000.0;;0.0713;0.2107527694029902
86553;6669014728;2017;2486000.0;;0.1269;0.09661623454077468
95217;6669014728;2018;2486000.0;;0.1742;0.036216430166475654
103881;6669014728;2019;2486000.0;;0.0547;0.12061480817461197
24433;6670002928;2008;10000.0;;-0.012;0.016373616150339568
41761;6670002928;2010;10000.0;;0.0096;0.13649394796445563
50425;6670002928;2011;150000000.0;;0.0024;0.04291660834306668
59089;6670002928;2012;150000000.0;;0.0706;0.11378136561548335
7105;6670002928;2013;150000000.0;;-0.0088;0.08461205426757547
15769;6670002928;2014;150000000.0;;0.0025;0.3284534035751413
67752;6670002928;2015;150000000.0;;-0.1034;0.26696839290519564
76416;6670002928;2016;150000000.0;;-0.0429;0.4590320381731425
85080;6670002928;2017;150000000.0;;-0.0832;0.5855865371074497
93744;6670002928;2018;150000000.0;;-1.2441;0.3207236842105263
73541;6670010414;2016;10000.0;;0.0002;0.8092125907571118
82205;6670010414;2017;10000.0;;0.0003;0.2063251368474259
90869;6670010414;2018;10000.0;;0.0001;0.11719384563181948
6391;6670035560;2013;;;0.0094;0.915472758891774
15055;6670035560;2014;;;0.0313;0.6755079006772009
67038;6670035560;2015;;;0.029;0.228567778203654
75702;6670035560;2016;;;0.0451;0.5571035699460357
84366;6670035560;2017;;;0.0068;0.15152703179519347
93030;6670035560;2018;;;0.0228;0.12324812785006066
101694;6670035560;2019;;;0.0037;0.0007064953415463417
4178;6670061000;2013;10000.0;;0.0012;0.22322780702386963
12842;6670061000;2014;10000.0;;-0.0009;0.33115173584627117
73490;6670061000;2016;10000.0;;0.0002;0.2817529488509373
82154;6670061000;2017;80000000.0;;0.0029;0.028428436116017714
90818;6670061000;2018;80000000.0;;0.0008;0.2944431691480291
99482;6670061000;2019;80000000.0;;0.0003;0.22226070693514294
7914;6670086822;2013;;;-0.054;0.6293746970431411
16578;6670086822;2014;;;-0.0056;0.9941860465116279
68562;6670086822;2015;;;-0.0088;0.9943396226415094
103218;6670086822;2019;;;-0.1049;0.9680851063829787
20032;6670087880;2008;100000.0;;0.0007;0.0397307268698175
28696;6670087880;2009;100000.0;;0.0011;0.025712366440848664
37360;6670087880;2010;100000.0;;0.0045;0.016955916075523457
46024;6670087880;2011;100000.0;;0.0091;0.00612713862907434
54688;6670087880;2012;100000.0;;-0.0089;0.01524741623804259
2704;6670087880;2013;100000.0;;0.0016;0.008849073342400643
11368;6670087880;2014;100000.0;;-0.0057;0.025258442071673125
63352;6670087880;2015;100000.0;;0.0007;0.02712360320198531
72016;6670087880;2016;100000.0;;-0.0008;0.013425107893761945
80680;6670087880;2017;100000.0;;-0.0382;0.013680904709650242
89344;6670087880;2018;100000.0;;-0.0511;0.033419558155126206
98008;6670087880;2019;100000.0;;-0.0488;0.027480059154377484
59904;6670093058;2012;10000.0;;-0.0126;0.5342955924150511
7920;6670093058;2013;10000.0;;0.0005;0.8847658659976144
16584;6670093058;2014;10000.0;;-0.0039;0.899581484514927
68568;6670093058;2015;10000.0;;0.0033;0.6883879664190977
77232;6670093058;2016;10000.0;;0.008;0.4054245571314633
85896;6670093058;2017;10000.0;;-0.0308;0.10599015788747931
94560;6670093058;2018;10000.0;;0.0008;0.00013450861427508442
103224;6670093058;2019;10000.0;;-0.0196;0.09407712851726265
25228;6670143990;2008;10000.0;;-0.2146;0.0006155655393548506
33892;6670143990;2009;10000.0;;-0.0146;0.0024393757882084995
42556;6670143990;2010;10000.0;;-0.0244;0.0012718274827559681
51220;6670143990;2011;10000.0;;-0.0266;0.0020251571084425766
59884;6670143990;2012;10000.0;;0.0227;0.0019192190763758195
7900;6670143990;2013;10000.0;;-0.0323;0.08772988741305879
16564;6670143990;2014;10000.0;;0.0708;0.05551362374170116
68548;6670143990;2015;10000.0;;0.0021;0.0025757889153527466
77212;6670143990;2016;10000.0;;-0.0918;0.30379254525196037
94540;6670143990;2018;10000.0;;-0.4583;0.6625634566204817
103204;6670143990;2019;10000.0;;-1.1826;0.014095960965031174
53396;6670161935;2012;10000.0;;-0.2748;0.10936435238744235
1412;6670161935;2013;10000.0;;-0.4082;0.2958254335663522
10076;6670161935;2014;10000.0;;0.1634;0.518347760632292
62061;6670161935;2015;20000.0;;0.0653;0.586474239765316
70725;6670161935;2016;20000.0;;0.1603;0.6320498157326216
79389;6670161935;2017;20000.0;;0.1405;0.5410139337164449
88053;6670161935;2018;10000000.0;;0.1396;0.28186730251788333
96717;6670161935;2019;10000000.0;;0.019;0.25581033709063283
38516;6670172849;2010;10000.0;;0.4566;0.3579136690647482
47180;6670172849;2011;10000.0;;0.2478;0.13842835023746977
55844;6670172849;2012;;;0.1025;0.27858777980918437
3860;6670172849;2013;;;0.0469;0.3066890714847303
12524;6670172849;2014;10000.0;;0.0018;0.051705860632794295
64508;6670172849;2015;10000.0;;-0.0034;0.09261404479564765
81836;6670172849;2017;10000.0;;0.0004;0.02601125315694267
90500;6670172849;2018;10000.0;;-0.0059;0.13586310474451138
99164;6670172849;2019;40000000.0;;-0.0355;0.3123572411171356
42479;6670174324;2010;5000000.0;;-0.017;0.0790369316998578
59807;6670174324;2012;5000000.0;;-0.2103;0.027997339345720924
7823;6670174324;2013;5000000.0;;-0.0259;0.13498084695569035
68471;6670174324;2015;5000000.0;;0.0002;0.027077317329388877
77135;6670174324;2016;5000000.0;;-0.0439;0.019055513987500876
15891;6670179266;2014;400000.0;;0.0006;0.19684009258327462
67874;6670179266;2015;400000.0;;0.0022;0.5126942130150867
76538;6670179266;2016;400000.0;;-0.1526;0.5926376635229693
85202;6670179266;2017;400000.0;;-0.1165;0.3650107991360691
102530;6670179266;2019;400000.0;;0.038;0.2359843982791235
60433;6670218211;2012;10000.0;;0.0013;0.1631118232213981
8449;6670218211;2013;10000.0;;0.0081;0.041481571858415923
17113;6670218211;2014;10000.0;;0.0049;0.17951349526611182
69097;6670218211;2015;10000.0;;0.0002;0.07079861240124168
77761;6670218211;2016;10000.0;;0.0001;0.05565005698112573
86425;6670218211;2017;10000.0;;0.0013;0.18884502392923827
95089;6670218211;2018;10000.0;;0.0017;0.34753635427938034
103753;6670218211;2019;10000.0;;0.0012;0.17753425785729218
5975;6670272804;2013;10000.0;;0.1391;0.06995032165014538
14639;6670272804;2014;10000.0;;0.0119;0.13275031630787507
66622;6670272804;2015;10000.0;;0.0816;0.13461061368095809
75286;6670272804;2016;10000.0;;0.0174;0.25141591431615545
83950;6670272804;2017;10000.0;;-0.0069;0.23809755149630782
92614;6670272804;2018;41510000.0;;-0.0074;0.019021447610559586
101278;6670272804;2019;41510000.0;;0.0021;0.058664259927797835
59856;6670296523;2012;10000.0;2020-03-04;-0.0021;0.8600745116604573
7872;6670296523;2013;10000.0;2020-03-04;0.0792;0.719964072585556
16536;6670296523;2014;10000.0;2020-03-04;-0.0166;0.7248928686007609
68520;6670296523;2015;10000.0;2020-03-04;0.012;0.8583198487897526
77184;6670296523;2016;10000.0;2020-03-04;0.0734;0.3142451568435995
72351;6670315504;2016;10000.0;;-0.0137;0.9202231712357074
81015;6670315504;2017;10000.0;;-0.0107;0.9688613632448019
89679;6670315504;2018;10000.0;;-0.0126;0.9509815332091869
98343;6670315504;2019;10000.0;;-0.0064;0.6548030307428804
6347;6670333528;2013;10000.0;;0.0733;0.09635663672376277
15011;6670333528;2014;10000.0;;0.0218;0.019474685888729464
66994;6670333528;2015;10000.0;;0.0813;0.18647277793499792
75658;6670333528;2016;10000.0;;0.1927;0.2284834099287915
84322;6670333528;2017;10000.0;;0.0271;0.03712791598144909
92986;6670333528;2018;97510000.0;;0.0229;0.005046799485517557
101650;6670333528;2019;97510000.0;;0.0049;0.0976394621127631
6678;6670333768;2013;10000.0;;0.0558;0.07275060550193399
15342;6670333768;2014;10000.0;;-0.0575;0.020176973114353167
67326;6670333768;2015;10000.0;;0.0984;0.09424345358088344
75990;6670333768;2016;10000.0;;0.0078;0.037310464784813625
84654;6670333768;2017;10000.0;;0.065;0.16401096850483407
93318;6670333768;2018;100000.0;;0.0533;0.00910177589405132
101982;6670333768;2019;100000.0;;0.1484;0.004594276094276094
13644;6670333800;2014;10000.0;;-0.0164;0.1461930478436145
65627;6670333800;2015;10000.0;;0.0614;0.15918021600508248
74291;6670333800;2016;10000.0;;0.1549;0.07826413157219293
82955;6670333800;2017;10000.0;;0.1105;0.0443513882567137
91619;6670333800;2018;144330000.0;;-0.0038;0.08605781937632938
100283;6670333800;2019;144330000.0;;0.0036;0.012320041949449348
6521;6670338117;2013;10000.0;;-0.0098;0.12508602890571233
15185;6670338117;2014;10000.0;;-0.0051;0.004391150143556831
101824;6670338117;2019;10000.0;;0.0084;0.20525626304165176
59737;6670339431;2012;10000.0;;-0.0526;0.9705882352941176
7753;6670339431;2013;10000.0;;-0.0167;0.04398218262806236
16417;6670339431;2014;10000.0;;-0.0525;0.6674210537447915
